300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02596102,-0.121413692,-0.225458762,-0.332339597,-0.438129392,-0.539888917,-0.635575664,-0.720566652,-0.795999751,-0.863732718,-0.914861536,-0.95156061,-0.972629087,-0.987166634,-0.982677228,-0.982143561,-0.960600445,-0.928016342,-0.880435192,-0.823686491,-0.723837389,-0.598676312,-0.44472638,-0.280471543,-0.127745892,-0.003943266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.014689455,0.045118783,0.073532067,0.092533187,0.111458956,0.133425207,0.150466146,0.159989138,0.187244614,0.202999122,0.233607382,0.289441902,0.356735831,0.417609453,0.487491406,0.557324065,0.617541093,0.688041853,0.756002272,0.820101313,0.876719225,0.925456261,0.959872642,0.977798762,0.978149157,0.956997533,0.909157622,0.832367033,0.734113444,0.610819132,0.477089495,0.367538067,0.281414716,0.212131748,0.156531309,0.09028263,0.011539853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.540893291,-0.678738853,-0.772326725,-0.84337809,-0.895593179,-0.935157569,-0.961098778,-0.974000129,-0.978401508,-0.975294939,-0.959864101,-0.936526155,-0.904526621,-0.857319766,-0.799886486,-0.729949954,-0.637855078,-0.523156941,-0.400855828,-0.253420227,-0.108227728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003670243,-0.018643336,-0.020788531,-0.009328358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129442407,-0.353522053,-0.544858018,-0.699929269,-0.814081142,-0.908554021,-0.950464348,-0.994656537,-0.973952691,-0.914735335,-0.805310505,-0.660844997,-0.393967493,-0.055761852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.29015077,0.406747012,0.494185781,0.563883732,0.620521787,0.672175386,0.713883835,0.745265011,0.772800799,0.795673477,0.811249115,0.822309476,0.831591085,0.836682112,0.840793366,0.845263192,0.847131283,0.845132066,0.847404689,0.843598455,0.84347595,0.851938049,0.863990316,0.873803951,0.88774715,0.902590577,0.913945853,0.931065687,0.947986651,0.964671311,0.977822184,0.989563923,0.993145162,0.992488847,0.984657422,0.967886539,0.936840752,0.895264031,0.843509237,0.779982875,0.711683891,0.657465868,0.614394326,0.579646364,0.551799787,0.519372643,0.481579014,0.447216005,0.417730096,0.395650962,0.380286738,0.372294776,0.360700197,0.345295983,0.32349537,0.295694087,0.260072464,0.214036545,0.158716475,0.089955357,0.014948453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018493729,-0.224174541,-0.412749454,-0.57664761,-0.719498623,-0.839791928,-0.926901655,-0.977283381,-0.990700108,-0.978906729,-0.922318517,-0.855083887,-0.7393623,-0.58531889,-0.378852346,-0.111259064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018054489,-0.071125422,-0.135666464,-0.209603476,-0.291732344,-0.380607461,-0.470199573,-0.55750397,-0.640178618,-0.717425076,-0.785109637,-0.844625485,-0.897202854,-0.935659247,-0.96127643,-0.973354242,-0.978807743,-0.967904843,-0.958551615,-0.931500366,-0.893914506,-0.841900338,-0.778061164,-0.674603774,-0.545932466,-0.388631844,-0.221106224,-0.068327828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037266646,-0.208428277,-0.347836992,-0.459033583,-0.578425137,-0.707290891,-0.819002038,-0.906620553,-0.966147186,-0.989247312,-0.973414179,-0.950443787,-0.919926004,-0.876736111,-0.821658098,-0.751086957,-0.659883721,-0.550287356,-0.4140625,-0.265463916,-0.108823531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.09979302,-0.404244788,-0.623074084,-0.740837611,-0.78484442,-0.754588036,-0.662660935,-0.529069118,-0.369681339,-0.132412795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
